F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
88.14,1011.08,-223.52,2.28,-18990.58,Europe,1705.28,1172.14,-54.3,Low,23.57,-17805.02,-55.17,2000.76,56,-6519.25,21,6.54,7336.71,-148.76,15,-506.73,15.73,8738.62,2127.56,363.8,10.24,-403.6,569.4,1.28,617.66,269.72,-129.09,74.79,-170.7,72.75,-1444.24
3553.26,805.97,-148.22,1.23,-3810.08,Rest,1924.01,1442.44,-41.8,Low,24.26,-19956.62,-63.36,2044.86,-39.98,-8102.82,15,7.14,9174.63,-82.69,3,-367.11,26.73,7663.89,2372.48,323.38,5.86,-357.7,547.53,6.04,-389.12,142.5,-111.54,85.32,-301.26,68.28,134.27
5467.74,838.87,-252.15,0.36,-17365.22,Rest,2641.88,1698.46,-53.7,Very high,17.63,-19208.7,-44.1,1854.52,-91.42,-10015.83,15,4.7,5841.33,-100.28,15,-789.12,20.44,9988.45,2731.48,442.08,6.2,-427.12,583.86,3.82,694.38,204.38,-91.02,96.35,-215.61,47.4,353.24
5039.58,1045.04,-303.63,1.62,-24299.54,UK,1288.45,1887.82,-53.72,Very high,18.77,-20723.22,-36.66,1570.28,-17.82,-6744.9,12,6.5,1221.6,-141.97,12,412.77,23.9,5309.62,1523.3,448.14,7.96,-386.34,548.49,0.31,478.86,221.98,-52.86,77.55,-52.59,32.94,1655.67
3439.41,626.19,-239.68,113.67,-8514.48,Europe,1868.13,2198.4,-57.9,Medium,19.36,-14559.64,-65.82,1132.22,-46.49,-8423.45,3,15.08,4030.83,-136.8,6,1330.95,18.93,7607.99,2369.9,517.48,10.16,-265.4,588.57,1.42,638.08,261.54,-41.61,86.63,-41.76,32.82,2844.51
3682.02,932.82,-238.78,1218.15,-10756.96,UK,2339.62,2231.22,-54.94,Very low,20.78,-36668.62,-62.7,862.52,-102.58,-792.24,15,5.22,-4740.06,-147.31,15,-856.32,17.68,4043.92,1389.68,410.56,-10.9,-258.34,209.76,5.03,1063.44,288.68,-207.54,94.95,-253.2,60.18,604.59
7104.57,1106.23,-254.03,558.45,-9094.66,Europe,2156.21,1535.98,-56.36,Medium,24.1,-18191,-61.77,786.16,-70.84,-10426.61,3,7.6,9555.78,-176.15,15,-396.99,11.46,8093.23,232.2,408.9,15.56,-458,408.24,-3.98,1182.2,270.68,-109.35,57.23,-116.13,57.87,1054.49
5921.22,531.25,-243.42,0.21,-18825.66,Rest,1727.94,2936.52,-43.6,High,21.6,-31146.88,-70.35,1803.02,-58.69,-7955.22,15,13.9,-4438.02,-211.99,12,42.12,16.73,102.2,1909.56,418.22,22.8,-291.54,595.8,3.01,74.56,345.78,-61.89,91.58,-136.29,47.31,461.04
4951.56,700.37,-260.11,4.53,-14730.16,Europe,1260.99,1941.12,-52.46,Very low,19.47,-29393.02,-47.28,2275.94,-49.08,-11663.77,9,3.18,-4320.45,-129.32,3,-1002.18,17.83,7397.49,1568.96,490.08,8.14,-416.82,320.7,10.28,827.98,296.1,-129.72,87.67,-360.48,50.49,789.11
4290.36,838.89,-209.83,1.05,-12490.12,Rest,1903.82,2228.04,-51.66,Low,21.76,-24219.5,-69.3,1075.32,-49.05,-8016.94,12,6.58,1915.86,-108.15,24,-670.98,13.44,1375.05,1606.9,542.74,3.76,-384.14,530.04,4.34,942.82,310.3,-86.1,91.34,-296.82,52.38,-27.86
2829.63,1014.76,-219.21,1.95,-21439.4,USA,2477.88,1129.26,-50.92,Medium,17.45,-29419.28,-62.85,1286.68,-51.51,-10503.09,18,11.06,12621.45,-143.8,12,836.37,19.85,2052.43,823.36,399.78,3.44,-343.68,600.45,-0.54,428.82,153.42,-209.13,68.81,-387.72,72.54,2599.94
5446.68,430.53,-191.09,11.67,-17478.1,USA,1224.56,2344.82,-50.14,Very low,20.65,-16266.84,-65.91,1785.5,-55.24,402.87,15,2.68,3410.28,-138.84,15,-243.96,13.2,6652.99,1674.94,214.22,8.84,-357.62,550.32,2.99,582.94,259.82,-90.96,47.22,-229.59,75.78,56.7
3955.29,576.68,-259.42,1.02,-21933.16,Rest,1624.05,2711.5,-42.64,Low,24.74,-15753.54,-49.23,1365.82,-94.14,-6776.3,6,17.64,-3408.21,-109.43,6,-709.95,18.28,5770.49,1217.74,401.7,20.1,-286.22,473.67,0.34,455.22,264.78,57.12,75.62,-188.13,60.66,96.5
4883.97,850.32,-155.92,0.03,-21334.16,UK,1796.15,1671.64,-49.14,Very low,22.31,-17508.48,-59.76,1473.3,-59.72,-10157.11,21,4.66,2482.92,-263.37,18,-1734.48,18.99,6480.36,1939.56,306.66,5.76,-375.86,668.07,0.58,846.16,212.76,-239.67,36.68,-238.02,67.8,-2059.26
2939.58,669.03,-214.17,119.04,-14034.8,USA,1094.68,2430.24,-36.64,Very low,24.25,-26310.1,-122.07,586.18,-156.13,-2799.9,15,2.06,7788.96,-172.01,15,-702.18,17.47,2765.88,870.84,196.38,7.8,-312.46,620.43,6.23,-189.32,198.74,-40.98,119.54,-240.33,58.65,633.41
5781.45,988.29,-250.54,500.97,-23722.04,USA,2554.77,2290.16,-30.4,Low,19.62,-22587.22,-55.83,-91.58,-85.01,-8507,3,9.62,5244.6,-131.39,3,98.67,27.07,5252.57,1637.48,488.86,6.1,-431.62,335.85,0.64,1289.44,300.06,-196.8,125.58,-231.3,62.13,3631.39
4702.32,800.17,-219.55,0.06,-16522.9,Europe,2576.57,1772.24,-54.18,Medium,18.62,-32015.6,-51.27,1799.2,4.52,-2325.74,12,6.54,23470.08,-173.96,15,-614.25,12.48,1963.77,2838.34,447.92,4.62,-448.08,744.63,3.96,1147.4,327.74,6.48,56.45,-119.91,41.13,-132.92
1504.11,1015.92,-230.62,689.22,-19186.1,USA,2379.94,1252.2,-48.28,Very high,17.65,-29472.1,-49.17,1083.34,-27.5,-7650.33,6,8.3,7538.88,-134.11,12,-257.67,16.85,6364.04,1719,349.32,9.6,-433,586.05,2.98,-414.86,211.68,-173.82,106.49,-214.41,64.83,3836.44
2682.81,1013.61,-238.43,0.12,-18766.68,UK,1325.53,2142.54,-41.48,High,23.1,-27821.8,-30.66,1695.96,5.49,-735.98,12,10.18,4740.03,-152.22,9,-1707.3,22.21,6484.35,1502.8,372,19.64,-321.02,653.85,3.8,568.24,349.5,-279.42,92.02,-252.57,62.76,-50.82
5227.23,1081.34,-241.62,44.88,-11730.82,Rest,1965.31,2517.52,-50.72,Medium,18.21,-22786.56,-92.88,1869.92,-50.19,-8140.06,6,9.42,2381.01,-175.53,15,704.76,18.28,5460.39,964.72,404.7,6.12,-368.5,464.22,7.9,102.86,217.28,-266.61,78.83,-145.92,56.58,1450.05
5105.28,965.17,-238.68,5.58,-14847.96,Europe,1826.17,2129.82,-48.6,Very low,26.37,-22144.86,-75.36,1528.14,-89.29,-5666.18,12,7.82,4017.48,-173.03,12,-1765.41,17.13,4012.62,1190.56,340.64,2.54,-327.16,631.53,2.01,1079.52,102.96,-98.94,122.57,-160.47,51.9,-1427.67
3347.22,752.06,-224.71,11.91,-13262.44,UK,2197.16,2348.96,-39.92,High,19.35,-30839.56,-64.2,1721.98,-65.74,-5365.65,6,21.38,5474.67,-168.53,12,-787.05,16.32,11383.06,1655.7,405.38,18.16,-403.64,522.99,4,1116.18,242.88,-97.77,112.15,-318.09,52.98,928.34
4741.32,1275.97,-301.48,12.57,-8298.12,USA,1900.62,2071.08,-48.54,High,21.76,-29538.36,-63.33,1720.2,-50.72,-5702.38,6,25.06,9119.34,-103.41,6,1608.15,18.03,8880.84,1614.98,407.26,0.7,-395.28,609.33,2.39,-225.96,274.62,-125.88,101.73,-281.31,65.97,3589.34
4408.08,1099.23,-135.72,1.8,-17757.56,Rest,2548.08,2672.58,-69.68,Low,27.43,-16842.8,-51.78,1579.02,-16.38,-4042.78,15,7.84,5437.95,-107.56,9,184.29,18.9,7951.08,2085.62,325.96,10.36,-405.7,616.98,-2.49,-791.5,278.34,-160.92,94.7,-141.93,54.48,-24.35
3338.73,691.91,-124.81,22.2,-20691.92,Europe,1360.02,1341.5,-33.68,Very low,24.11,-19146.74,-60.6,1737.48,-31.15,-1714.15,15,0.52,22024.83,-98.1,18,-1108.8,22.65,4374.7,2380.5,368.06,-0.12,-380.98,455.55,8.25,126.92,344.78,-284.34,68.49,-108.09,39.99,-826.5
6899.7,1221.74,-224.29,0.21,-15382.94,Europe,2157.63,1437,-47.08,Very high,23.01,-18205.88,-59.64,1816.98,-65.1,-2558.01,12,7.82,7783.32,-204.11,12,-224.22,12.5,-84.5,2243.34,469.08,-0.32,-352.98,617.85,1.96,1443.84,222.9,-149.46,121.05,-230.22,86.37,-167.59
4463.79,602.56,-201.65,45.6,-17926.64,USA,1957.46,1775.78,-65.76,Very low,22.41,-21312.16,-17.31,444.44,-55.41,-9456.14,6,1.64,3914.85,-110.86,9,-8.07,18.72,2676.66,1472.18,462.6,8.66,-378.9,569.49,2.93,1199.42,285.22,-217.65,78.69,-180.27,49.11,1005
4299.96,817.54,-224.49,0.18,-18736.76,Europe,1144.67,1306.68,-36.42,High,20.07,-30029.5,-65.88,1802.24,-73.14,-4011.5,15,5.9,-3197.85,-146.26,18,81.6,14.3,6643.16,1687.74,327.12,-13.9,-415.78,700.08,5.12,-213.48,219.8,-27.93,114.46,-106.8,70.8,808.56
3361.98,641.64,-240.88,7.32,-15995.44,UK,2696.8,2446.3,-38.98,Low,18.26,-28447.38,-70.8,1528.48,-68.42,-7580.92,9,5.08,-287.73,-149.61,24,969.87,22.26,6589.96,1176.74,385.94,8.16,-325.18,638.85,0.12,-352.72,199.5,-107.61,131.69,-255.93,47.64,1506.14
5473.71,965.5,-264.82,26.73,-14364.34,USA,1672.33,1432.68,-58.2,Very high,19.64,-19553.66,-23.55,1902.6,-93.43,-7140.72,9,11.7,6684.96,-170.09,9,-584.67,19.06,6987.7,1287.48,133,13.66,-429.76,556.56,4.38,1375.62,259.84,59.22,85.88,-291.87,45.33,2894.06
5335.98,1300.51,-235.88,1.41,-5717.78,USA,2016.22,1263.48,-49.56,Medium,25.42,-28757.78,-57.36,1204.24,-75.08,-3916.53,9,5.16,5374.56,-211.72,18,-437.4,32.05,1776.79,-110.7,352.76,36.94,-349.62,712.17,1.45,1420.56,166.9,70.47,68.52,-188.82,38.52,-123.86
3951.93,651.6,-94.2,0.15,-19506.06,Europe,2054.18,1120.68,-46.14,Low,22.79,-14251.74,-40.08,1896.66,-38.96,-5199.46,12,7.26,13614.06,-167.75,18,-2000.79,15.65,2841.81,1460.7,555.4,9.6,-385.06,508.56,2.07,1049.96,258.88,-230.52,56.91,-231.15,48.66,-1343.99
3163.5,1093.29,-236.02,0.03,-12912.16,Europe,1893.16,954.1,-46.22,Low,24.94,-21488.6,-47.52,953.7,-82.51,-3679.86,18,7.32,13121.34,-234.62,6,480,20.19,2547.6,1501.74,275.6,5.94,-346.74,627.69,5.03,663.24,192.68,-184.68,80.12,-239.82,42.87,-1414.9
4600.71,755.78,-218.51,3.75,-18549.56,Rest,1361.64,1771.14,-56.68,Very low,17.53,-16102.58,-63.69,796.14,-50.51,-3083.38,3,4,12598.35,-184.53,15,-1202.82,16.69,5317.44,2167.12,273.82,10.7,-357.56,404.4,2.9,634.06,273.96,-143.01,99.41,-274.98,63.9,697.49
4057.5,1138.19,-259.13,722.31,-9680.62,Europe,1408.72,1894.2,-36.36,Very low,22.85,-20805.26,-64.95,1783.48,51.69,-11404.5,18,8.54,8018.07,-120.63,6,-113.85,11.5,1432.02,874.8,379.6,12.6,-431.14,798.75,4.13,99.3,223.08,-95.22,115.78,-169.95,47.97,1669.01
4621.32,683.11,-236.62,1.68,-13219.22,Europe,2950,1882.12,-44.64,Medium,17.69,-17138.76,-59.64,2411.94,-38.92,-3985.67,15,3.92,12567.63,-117.89,3,-655.62,24.42,4628.93,1794.3,592.86,9.4,-170.82,349.53,4.05,1255.66,227.7,-250.44,65.57,-414.63,50.1,1299.7
4326.78,904.4,-205.8,0.06,-18956.66,USA,2319.82,1307.88,-56.52,Low,21.38,-15915.76,-62.7,1694.98,-59.62,-4026.09,3,5.3,18485.04,-135.61,6,906.21,20.46,4033.64,2618.32,391.26,7.36,-410.66,434.55,5.13,1018.22,266.52,57.66,83.48,-127.53,80.73,472.47
2273.22,1311.31,-233.13,0.06,-13116.36,Europe,1941.09,2383.86,-42.28,Low,18.81,-16933.7,-67.89,1157.48,-70.03,-6896.04,12,7.14,6576.24,-131.94,9,-871.14,19.92,2363.57,1846.12,368.84,17.46,-416.86,539.37,-3.29,427.6,141.22,-53.01,77.1,-323.97,67.32,617.44
4202.91,1031.77,-188.55,1.05,-25439.02,Rest,1998.7,2184.06,-44.56,Low,17.69,-15667.32,-69.75,1446.16,-84.05,-10805.64,24,9.66,15752.16,-134.73,12,113.67,19.31,4850.68,325.84,454.96,6.16,-298.44,731.88,3.4,556.48,189,-169.56,50.8,-253.68,98.25,87.42
5265.03,1195.04,-271.87,0.12,-12960.1,UK,2080.59,2915.18,-49.1,Low,23.96,-18683.28,-55.23,1965.58,-13.6,-5767.92,12,12.22,-4888.05,-142.01,12,-1120.59,21,7235,845.44,368.28,8.36,-440.72,582.72,3.12,129.8,341.26,-231.3,5.25,-328.62,70.83,-567.99
3827.1,892.26,-281.58,3.54,-26628.1,UK,1639.53,2320.56,-47.92,High,17.8,-18132.5,-90.21,1870.1,-96.35,-1455.16,12,4.84,22133.82,-139.4,15,-893.37,16.89,6608.64,1512.88,376.3,-0.98,-423.62,580.56,6.37,1672.34,184.48,-197.4,84.18,-248.67,55.59,621.12
3259.11,594.81,-248.72,0.45,-29295.14,Rest,2454.4,1610.44,-48.88,Medium,20.09,-27470.26,-69.93,1094.74,1.57,-7799.96,3,12.6,14678.61,-99.06,9,-508.95,17.54,11688.22,1501.54,426.6,10.3,-367.36,673.08,-2.71,268.28,305.1,-198,16.29,-358.47,58.71,473.33
5466.66,403.44,-242.28,31.95,-19433.66,USA,1714.41,2487.68,-40.88,High,20.28,-13073.16,-76.26,1921.68,-100.8,-12714.37,21,2.2,1143.39,-219.48,9,-471.3,14.96,-612.05,2180.72,350.56,5.58,-314.34,524.04,3.17,569.14,241.18,-76.5,84.11,-175.53,46.74,2947.82
4920,1222.45,-242.57,0.75,-14541.06,USA,2194.23,3230.22,-56.5,Medium,20.83,-21850.82,-55.89,2160.8,1.03,-7274.15,15,1.24,16921.62,-125.2,9,-2290.65,11.76,7794.86,2067.72,484.14,10.94,-335.62,629.37,-4.18,-293.72,131.64,-203.76,44.89,-305.01,59.19,932.03
4162.08,885.56,-231.67,0.81,-20609.42,UK,1485.41,1512.16,-37.82,Medium,24.64,-27444.4,-58.59,2000.16,-113.53,-7989.46,9,20.54,8842.02,-78.46,12,-250.47,17.45,7796.9,1773.24,401.1,3.74,-377.02,458.31,4.78,860.52,268.72,-135.3,56,-75.09,55.53,-458.82
1457.07,1082.53,-284.42,9.54,-10599.22,USA,1696.44,1121.96,-58.98,Medium,18.54,-14524.4,-37.17,506.84,-3.55,-6540.56,15,4.04,2506.74,-163,18,-200.85,18.99,7639.52,1502.78,390.16,7.58,-318.58,599.76,3.16,1379.78,258.9,-123,88.18,-187.53,59.37,178.79
5400.15,427.11,-201.96,5.7,-14227.6,Europe,1943.96,1496.18,-51.66,Low,23.08,-21406.18,-59.94,1934.86,-133.22,-9051.18,9,2.24,-2631.15,-132.16,12,831.39,16.18,5651.81,2438.92,497.08,15.94,-435.38,587.58,2.99,456.76,330.3,-257.97,34.25,-145.74,45.36,369.75
4503.03,995.09,-228.17,6.99,-3736.96,UK,1683.17,2156.94,-56.3,Medium,23.88,-26552.48,-62.31,2567.36,-49.93,-4670.04,18,4.48,14056.47,-203.44,9,651.6,17.99,3982.4,1698.32,489.2,12.4,-362.82,475.02,6.17,1561.74,281.66,-224.49,74.88,-200.91,40.68,-492.94
1524.21,820.58,-211.7,43.35,-22591.84,Europe,1986.42,1490.28,-46.84,High,19.34,-17003.92,-62.82,1691.4,29.35,-7223.58,18,2.78,-4322.19,-116.06,12,-1300.56,18.87,3379.42,913.9,391.26,9.42,-348,431.34,4.53,431.1,239.48,-239.55,136.77,-336.12,64.98,2257.4
4006.32,1595.52,-232.66,367.05,-7624.56,USA,2879.63,1500.06,-44.74,Low,19.49,-11337.24,-53.04,2305.34,-56.32,-5013.13,0,14.48,12471.24,-98.52,21,149.82,22.22,4363.16,1396.8,384.14,-2.4,-348.76,533.28,1.2,1428.16,147.36,-82.2,91.98,-134.19,43.77,3058.7
5633.28,494.26,-193.92,66.33,-20900.96,USA,1398.27,2064.26,-50.2,Very high,19.35,-13722.08,-49.77,1984.54,-63.3,-2555.1,0,8.56,8917.89,-148.5,9,1550.19,19.38,8199.27,2027.8,421.86,12.1,-414.12,343.2,7.22,1411.76,223.2,-21.21,86.66,-405.99,44.22,3749.82
2594.52,677.04,-217.3,16.98,-20697.02,Rest,1913.6,1386.58,-53.18,Very high,20.76,-32551.76,-38.22,923.96,-49.58,957.69,9,3.06,-4056.6,-170.51,21,-973.35,24.81,3253.31,2253.38,300.24,21.68,-376.7,503.37,-2.34,553.28,299.84,-116.01,67.69,-216.84,51.42,879.83
4048.89,979.97,-253.31,2.82,-13264.5,Rest,2000.8,2333.48,-53.98,Low,18.66,-17569.6,-61.38,1606.6,116.88,-9232.97,9,8.36,-3876.3,-57.21,9,34.8,22.73,1618.84,1809.64,474.98,13.08,-229.8,606.66,1.21,1656.86,259.3,-36.6,138.93,-273.57,53.7,376.91
4298.61,781.85,-168.53,0.18,-16133.68,USA,1749.23,2353.5,-70.7,Very low,23.4,-18315.2,-75.51,604.32,-66.32,-5071.19,12,15.64,-4632.51,-141.02,9,-891.12,18.98,5404.52,877.66,476.22,20.24,-369.36,572.79,5.38,-331.76,266.28,-214.41,100.55,-324.24,37.53,-33.27
2502.09,893.4,-254.7,251.7,-18164.52,Europe,1910.36,2438.92,-47.2,Low,17.26,-21106.3,-46.71,1036.9,-89.86,-4593.44,12,10.66,-6795.99,-91.88,21,632.7,24.64,5081.69,1.56,392.56,4.76,-561.42,729.66,6.92,944,211.26,-103.59,107.63,-204.24,41.43,2051.99
4877.22,804.27,-257.45,21.27,-16706.1,Europe,1595.26,1642.2,-39.68,Very low,19.23,-19160.54,-54.15,1369.54,-45.34,-7926.94,6,6.26,20706.42,-142.19,12,53.61,20.03,2690.07,1468.26,327.58,4.78,-360.06,692.16,1.98,477.58,291.16,-151.05,102.97,-214.2,37.44,2344.21
4873.41,631.51,-58.4,197.94,-24486.12,USA,1938.25,2104.68,-35.54,Low,22.02,-9444.32,-73.29,788.88,-97.24,-10546.06,12,12.42,4529.49,-144.32,12,583.23,11.55,-974.35,2486.28,345.22,8.76,-363.52,557.01,5.92,1471.74,74.94,-60.81,90.57,-165.6,67.86,1299.66
4146.54,1030.15,-216.68,4.41,-23165.64,Rest,1497.04,808.54,-50.08,Very low,23.81,-13424.62,-72.6,1274.36,-72.65,-13876.12,6,5.6,8568.33,-180.69,9,32.67,20.79,6231.31,1220.7,331.7,13.12,-401.92,552.6,6.9,756.92,209.22,-236.4,55.12,-326.76,53.13,73.19
4429.08,809.14,-306.1,8.58,-10598.36,UK,2094.87,2166.94,-50.14,High,19.11,-19522.56,-34.17,778.12,6.85,-8753.69,6,3.68,-11149.08,-150.33,18,951.87,18.34,7800.22,1905.68,374.12,6.18,-327.96,531.66,5.47,-83.14,323.74,49.11,91.19,-337.5,58.05,2037.71
4239.99,633.43,-237.56,0.18,-16037.68,Europe,1781.85,2063.28,-49.02,Low,18.55,-33163.48,-62.82,1865.08,-61.44,-5671.12,9,9.5,-9230.88,-148.64,21,-257.16,20.35,8569.69,218.54,360.86,8.04,-392.62,567.48,4.29,37.1,268.66,-77.13,66.14,-378.3,58.17,159.71
3813.69,948.72,-225.32,0.75,-13855,USA,1794.95,1562.7,-47.14,High,20.38,-20305.22,-65.01,1802.78,32.28,-7163.14,6,6.72,3303.12,-148.91,9,597.9,23.65,3860.46,1841.98,364.38,10.42,-302.98,730.14,6.51,1331.56,152.16,-59.07,88.37,-266.88,58.11,1957.38
4693.41,967.24,-280.12,1.68,-8607.22,Europe,2467.25,2529.22,-50.1,Very high,17.74,-18792.36,-65.94,862.68,-39.54,-3071.97,15,5.08,4312.11,-186.49,15,954.3,19.46,5468.45,1849.8,473.66,11.38,-362.72,656.61,1.21,501.62,442.54,13.32,115.01,-295.56,65.58,2351.04
4737.51,1370.93,-260.85,1.26,-21797.68,UK,2118.36,1711.4,-38.12,Very high,18.96,-22373.56,-39.81,2199.74,-69.34,-9184.21,18,6.44,12861.63,-154.75,18,916.74,19.52,1964.31,1739.76,425.42,8.44,-391.12,571.05,2.3,1220.52,266.78,-12.93,86.36,-301.89,53.52,757.45
4383.15,1400.27,-246.29,0.24,-6614.72,UK,2269.28,2864.4,-17.56,Medium,22.22,-18082.54,-57.57,2729.56,-14.8,-2578.56,15,5.32,-1968.06,-146.04,12,589.62,15.83,10070.09,1969.42,349.64,10.66,-373.4,431.94,4.79,990.72,293.56,-261.75,91.24,-240.15,52.41,-721.24
3733.68,901.49,-249.69,0.87,-25865.46,UK,1843.41,1596.84,-45.78,High,22.86,-26730.96,-65.07,676.48,-44.99,-10695.13,24,8.98,13492.2,-119.39,15,-706.59,26.18,7648.3,679.22,501.74,5.36,-414.9,607.17,1.59,425.58,255.78,-264.75,97.44,-183.21,58.77,-660.57
4656.96,731.34,-210.66,0.39,-25048.32,Rest,2006.01,2320.12,-50.1,Low,24.79,-26161.28,-58.56,2119.3,-72.9,-8917.16,12,17.06,10349.94,-136.32,15,664.8,12.79,5437.09,2110.82,476.62,2.84,-352.86,449.13,2.6,330.96,211.98,-83.04,79.83,-240.21,52.41,-105.96
4235.52,1450.83,-273.91,0.24,-12821.56,UK,2800.44,2191.08,-40.96,High,24.34,-9442.16,-74.37,832.04,-150.19,-9330.5,6,15.84,25974.45,-178.19,15,-296.46,10.23,9416.7,1931.7,439.9,9.18,-377.18,600.33,7.92,302,210.2,-192.75,109.71,-344.4,57.03,41.83
2585.76,1038.01,-212.85,0.12,-13250.04,Rest,1395.44,1621.12,-37.92,Very high,18,-11432.48,-60.84,1025.44,-65.13,-8863.81,15,7.54,-1632.57,-165.17,3,711.75,17.39,5106.39,703.2,411.28,6.54,-446.04,519.75,-0.04,883.4,321.4,-122.4,120.4,-381.66,48.93,659.81
5712.69,810.18,-249.93,2.97,-22244.3,UK,2632.63,2313.24,-44.38,Very high,23.06,-23880.32,-61.05,1923.18,-93.34,-8913.9,9,2.5,2883.66,-116.96,15,-685.32,20.28,6938.1,1208.62,437.26,10.72,-368.88,567.48,0.19,1659.86,231.92,-269.1,80.34,-132.27,-1.8,85.21
4182.51,816.11,-292.4,0.06,-18241.54,UK,1963.67,2143.82,-38.44,Medium,19.14,-31542.54,-58.17,1572.56,-54.44,-9911.61,15,2.72,14789.22,-118.19,9,423.9,17.07,6411.67,2396.5,362.12,0.38,-405.36,602.97,-1.54,1196.76,310.28,-0.93,118.65,-238.86,27.96,-118.72
7420.35,724.8,-259.61,1.44,-13252.52,USA,2594.38,2051.34,-56.88,Very high,20.98,-14898.88,-96.78,441.28,-91.16,-6152.4,9,9.34,-4037.13,-115.45,6,-785.76,22.06,5768.16,1067.92,375.3,17.74,-384.2,719.13,3.05,152.84,256.68,-61.65,115.59,-74.55,48.87,3404.72
4683.36,871.96,-245.57,29.25,-14469.74,Europe,2175.78,2243.48,-48.68,Very high,19.87,-13448.16,-98.64,1485.86,-76.1,-8992.93,12,16.48,-9454.59,-139.32,12,-799.11,20.41,6716.1,1668.76,268.9,0.12,-472.58,535.41,-0.46,490.76,168.56,-211.11,61.68,-200.19,47.19,2433.46
4117.98,620.66,-217.36,579,-15901.14,Rest,1512.62,2141.2,-49.12,Very low,24.27,-13225.56,-43.17,1573.96,-56.26,-8117.32,3,0.78,16782.42,-192.77,9,-121.26,18.4,7358.47,2535.18,345.48,2.7,-281.74,578.82,0.67,-428.7,224.38,-90.06,18.7,-145.26,52.59,956.04
3374.91,420.27,-267.92,627.66,-21439.42,USA,982.76,2626.68,-42.92,Low,21.74,-25556.24,-61.65,1894.9,-33.97,-11136.4,21,4.88,7118.43,-145.59,12,-781.71,19.18,8011.86,1083.24,328.82,7.84,-515.52,636.72,3.47,973.44,235.62,-27.81,72.47,-103.47,46.26,22.32
2995.32,630.92,-166.39,9.84,-17780.58,Europe,2593.35,1708.22,-48.26,High,20.3,-27470.7,-71.31,758.08,-27.88,-11410.66,3,6.7,-10056.33,-80.41,9,-327,18.53,6177.55,2221.9,346.9,1.7,-359.4,631.29,-0.17,425.06,141.58,-132.36,135.02,-173.4,53.43,2751.82
2677.74,1301.16,-229.75,32.13,-21846.74,Europe,2414.05,2352.24,-35.54,Very high,22.52,-27535.08,-59.61,307.96,19.13,-6846.87,6,4.16,1973.73,-181.14,12,124.47,21.92,9996.84,2059.34,378.3,8.24,-396.92,584.88,0.07,182.54,202.86,-91.32,67.39,-257.73,53.67,2460.28
4490.43,1075.9,-276.31,126.39,-14213.34,UK,2490.86,1664.68,-45.1,Medium,29.69,-21796.7,-89.79,393.96,-37.11,-958.74,12,10.14,16167.48,-128.13,18,131.79,21.72,5959.86,1754.12,389.9,7.14,-396.8,590.55,6.01,614.36,254.06,-183.72,95.82,-224.34,55.32,-628.52
4114.29,858.14,-255.95,4.71,-9283.5,Europe,1917.06,2324.7,-41.6,Very low,17.55,-22180.96,-53.76,1739.02,-94.34,-8360.89,9,0.32,110.91,-220.9,9,-1861.11,11.05,2259.61,2080.74,221,8.98,-252.1,429.63,5.28,410.86,206.36,-249.72,42.36,-126.33,43.92,2301.24
4569.3,1540,-281.79,157.38,-10563.48,UK,2110.74,1743.46,-44.32,Very high,21.3,-37633.22,-51.3,1221.56,-22.01,-2719.78,12,2.08,-1809.66,-101.85,6,608.01,16.59,5660.61,952.22,348.3,5.72,-293.28,592.23,6.56,-502.72,176.74,-180.12,135.63,-54.87,55.35,2777.47
3874.95,1261.32,-235.57,32.67,-6042.82,Rest,2111.13,-72.08,-36.84,High,22.38,-18315.96,-52.23,2385.64,-40.08,-1021.59,9,7.54,11299.29,-77.31,12,1356.12,16.62,6301.86,1307.9,178.12,9.82,-356.64,634.62,2.28,1334.9,231.24,-100.14,95.01,-247.29,76.86,392.6
5075.13,630.52,-176.55,2.37,-21235.78,Rest,1986.93,2534.2,-39.36,High,22.8,-24375.14,-62.16,1798.76,-43.39,-10120.02,18,8.1,15140.22,-169.51,15,-1068.93,20.94,3060.22,1697.72,276.54,2.5,-309.34,619.86,5.43,540,215.72,-142.5,98.78,-373.86,55.83,116.79
3674.76,1073.44,-267.7,33.06,-17025.52,UK,2021.34,1610.72,-49.98,Very low,20.07,-19812.22,-65.88,2303.38,-51.75,-9848.9,15,11.4,11045.64,-139.22,9,27.09,20.14,1431.03,1536.22,403.62,15,-334.4,673.68,2.52,1185.42,129.4,-245.25,34.21,-95.85,65.82,528.59
3611.07,1193.93,-227.48,21.18,-20795.26,Rest,2143.25,2327.62,-46.24,Very low,26.34,-20363.68,-40.11,1757.66,-54.9,-11471.26,3,4.74,-3272.55,-162.72,9,-139.95,17.83,-1652.29,1421.96,517.32,7.74,-441.74,926.7,-1.96,569.38,194.38,45.69,102.86,-199.95,53.01,395.25
4634.97,712.32,-397.35,3.48,-10205.36,USA,2163.91,1685.82,-63.2,Very high,20.39,-15655.46,-52.65,638.48,-25.78,-7206.08,21,11.06,-7226.22,-206.93,12,-883.65,20.87,11401.01,2663.02,304.88,5.26,-322.08,677.64,-0.36,-298.88,151.48,-321.48,76.15,-255.69,54.39,1073.08
